mii_name,body_height,body_weight,gender,eye_type,eye_color,eye_size,eye_rotation,eye_horizontal,eye_vertical,eyebrow_type,eyebrow_color,nose_type,nose_size,mouth_type,mouth_color,hair_type,hair_color,face_type,face_color,mole_enable,mole_horizontal,mole_vertical,mole_size,glasses_type,favorite_color,dataset
慶䍵卺䱶獅坨䅷乁㕇䅔,71,107,1,54,5,0,1,10,0,1,2,6,10,1,5,103,2,0,2,0,26,26,4,1,12,nnid
猲䰱兑ㅄ㡶睋䅷乁框䅱,71,69,0,57,5,0,7,2,28,1,2,1,10,1,5,81,2,0,2,0,26,26,2,1,11,nnid
捷く楰㘲汘水䅷䉁噬䅕,71,107,1,52,5,0,7,10,10,1,2,24,11,4,5,81,2,0,2,1,18,16,2,1,11,nnid
㙳㈴穙㙎㉂䙆䅧睁汭䅌,65,65,1,1,5,0,8,10,6,23,3,1,10,1,5,119,1,0,2,1,2,14,2,1,12,nnid
㉤㡃睹睑婑㤱䅑煁䨲䅆,71,48,0,48,5,0,7,10,10,1,2,22,11,8,5,81,2,0,2,1,2,13,3,8,10,nnid
浈湕㕁摭㡆桖䅁祁䈲䅪,71,69,1,1,5,0,5,10,2,1,2,6,10,1,5,103,1,0,2,1,18,16,2,1,12,nnid
版慪牅浍䑨䍕䅁⭁䩅䵔,72,65,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,11,3,1,18,16,2,1,12,nnid
汓䅃桤㥲桹焱䅷䅁䉅䅴,71,69,0,48,4,0,1,10,0,1,2,1,10,1,5,65,2,0,2,0,2,14,4,1,10,nnid
䵢全硺䴶啱䡫䅧䅁䍖䵃,70,103,1,1,5,0,5,10,2,1,2,6,10,1,5,106,1,11,3,1,18,16,2,1,12,nnid
剴潅穉㙎ぉㅷ䅁䅁䉅䅴,71,107,1,44,5,0,7,10,8,1,2,6,10,1,5,119,2,0,2,1,18,16,2,1,12,nnid
攲決礷穧㡡剋䅧㡁㥇䅱,71,69,1,44,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,0,2,14,4,1,12,nnid
ㅲ獘䑫䈰⼶㌰䅧䅁䉅䵅,74,77,0,20,5,6,1,10,0,1,2,1,10,1,5,106,3,11,3,1,18,20,3,1,10,nnid
⭋㑊佑瑄呮䱨䅷桁䉗䅎,71,111,1,1,5,0,5,10,2,1,2,6,10,1,5,105,1,0,2,1,2,26,1,1,12,nnid
浙䕒䑅楓呩㙐䅷硁汖䅺,65,65,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,10,19,2,1,11,nnid
䙆㥂䑫䈰硺印䅧䅁兆䩇,103,85,0,49,5,6,16,10,27,23,3,20,10,1,5,106,4,6,3,0,10,20,2,1,11,nnid
〳楖睩睑灡䤸䅁穁㥇䵔,71,77,1,56,4,6,1,10,0,1,2,1,10,1,5,122,4,11,3,0,18,19,3,1,10,nnid
灈乲祮椷䵴婺䅷汁剖䵱,72,52,1,4,5,6,1,10,0,1,2,1,10,1,5,84,3,11,3,0,10,14,3,1,11,nnid
睺杕兑ㅄㅭ朹䅑畁䵅䄲,68,69,1,51,4,0,4,10,10,1,2,15,9,4,1,81,1,0,2,1,2,14,2,1,11,nnid
杅䝔佤橫睢椲䅁㑁氲䅴,71,107,1,58,5,0,8,10,21,1,2,17,9,7,1,119,2,0,2,0,2,30,3,1,12,nnid
噅搱歸ㅒ䉃硷䅷䅁桂䅬,71,119,1,1,5,0,5,10,2,1,2,6,10,1,5,81,1,0,2,0,26,25,3,1,12,nnid
䰱汮晵呈㠵堸䅷剁㥕䵃,69,81,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,1,26,27,3,1,12,nnid
㥋㝒睸䜷午摣䅧硁㕇䅺,72,81,1,55,5,0,7,10,19,1,2,21,11,1,5,81,2,0,2,0,26,24,3,1,12,nnid
ㅺこ具ㅄ奧捈䅁灁摬䅔,71,69,1,48,4,0,7,10,21,1,2,1,10,1,5,103,2,0,2,0,2,13,2,1,11,nnid
杌湓穳娷䝑偐䅧扁硭䵶,72,52,0,7,5,6,5,10,25,23,3,1,10,1,5,106,2,11,3,1,18,16,2,1,11,nnid
⽄瘱椷扵䡴圯䅧汁湆䵋,75,81,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,0,10,14,4,1,11,nnid
允瘱䩢䡑䉂䑄䅁㙁䉫䅬,71,81,1,1,5,0,5,10,2,1,2,6,10,1,5,81,1,0,2,1,18,16,2,1,12,nnid
䅡儯乎睰㐸瘳䅷䅁硃䅈,72,73,1,53,4,0,7,2,24,1,2,21,11,7,5,81,2,0,2,1,18,16,2,12,12,nnid
䕔癮桤㥲乹汎䅧流浖䵃,70,77,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,16,2,1,10,nnid
湮畗祈椷偶卂䅷䩁㘱䵇,69,48,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,16,2,1,11,nnid
ぷ䡉穙㙎牉㥋䅑㡁嘱䅴,71,69,1,48,5,0,7,2,26,1,2,1,10,1,5,103,2,0,2,0,10,14,4,1,12,nnid
来偤佦睃⽱焰䅑䅁䉅䅡,71,69,1,48,4,0,7,2,28,1,2,25,11,4,5,65,2,0,2,1,18,16,2,1,12,nnid
塌穗⭁䍤ㅃ橔䅁桁䙑䅎,71,56,1,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,18,21,3,1,9,nnid
湘㙹睂唫⽣㑋䅷㥁䩗䅲,71,85,1,51,5,0,8,10,21,1,2,1,10,1,5,81,2,0,2,1,18,18,2,1,12,nnid
啳䱵穯㙎浂䍯䅷䅁桗䴯,73,115,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,1,18,16,2,1,12,nnid
歒坨㥉硆䉥䱋䅁獁氱䅫,71,69,1,53,5,0,7,10,21,1,2,6,10,1,5,103,2,0,2,0,2,12,3,1,12,nnid
䑣㙗ㅺ扇⭷䴹䅑䅁䍕䵭,80,77,1,18,5,6,15,10,25,23,3,18,10,1,5,103,4,11,3,1,10,14,3,8,12,nnid
伸楑㑕㍸桰䥑䅧扁䩨䵭,71,81,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,11,3,0,2,28,3,1,12,nnid
瘵佪南砱啭䭬䅷䅁䉕䅫,71,107,1,54,5,0,8,10,6,1,2,17,9,8,5,103,2,0,2,1,18,16,2,1,11,nnid
䱄⽺楢扵ぴ奶䅑橁慬䅲,71,52,1,42,5,6,7,10,2,23,3,1,10,1,1,68,2,11,3,1,10,22,1,1,11,nnid
慩敮稵乭剗晩䅁煁桬䴯,71,77,1,20,5,6,1,10,0,1,2,1,10,1,5,122,3,11,3,1,10,12,1,1,11,nnid
㥋煗穣娷䝓樷䅑䅁剕䅪,71,85,1,48,5,0,7,2,26,1,2,1,10,1,5,65,2,0,2,1,18,16,2,1,11,nnid
䉨灉䑕楓䡮穈䅑橁䙅䅋,71,69,1,44,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
硲䍨睩睑獗㝧䅷䅁䉕䅍,71,85,0,53,5,0,7,10,21,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
䕰畎祮椷牲㑑䅷流汖䅋,71,85,1,58,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,10,14,1,1,11,nnid
䑮穢䑕䈰㝺佬䅁䅁硇䵌,71,103,0,38,5,6,5,10,25,23,3,13,10,1,5,68,2,11,3,0,26,28,2,1,10,nnid
橌ㅋ積娷员㥉䅁啁慕䵃,71,103,0,43,4,6,1,10,0,23,3,7,10,5,1,68,2,11,3,1,2,14,2,1,11,nnid
䍓䴷䭇摲呰當䅑䅁䉕䅶,71,119,1,44,5,0,3,10,0,1,2,12,11,8,5,81,2,0,2,1,18,16,2,1,12,nnid
搸畵稵乭佦䔸䅷䅁剆䅇,71,107,1,53,5,0,7,10,21,1,2,1,10,1,5,103,2,0,2,0,10,14,4,1,10,nnid
䅩摊启㙫睚睓䅧䅁䉅䅨,71,52,1,47,5,0,7,2,28,1,2,21,9,1,5,65,2,0,2,1,18,16,2,1,12,nnid
䙰䅍湢湇嘱ㄱ䅧睁硭䅪,71,103,1,57,5,0,7,10,27,1,2,16,9,1,5,81,2,0,2,1,10,13,2,1,12,nnid
慕⽮䑕楓坩⭫䅧䅁硇䅇,72,85,0,51,5,0,7,10,27,1,2,25,11,1,5,65,2,0,2,0,10,12,3,1,11,nnid
䱚硴㉧啳㡇婑䅁獁䙫䅉,71,85,1,52,5,0,8,10,6,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
祏䔱穳娷㕑塈䅑䅁剆䅫,71,103,0,54,5,0,7,10,8,1,2,1,10,1,5,119,2,0,2,0,10,14,4,1,11,nnid
塧樴杂敱䅷す䅷䱁䩅䵯,70,99,0,20,5,6,1,10,0,1,2,1,10,1,5,68,3,11,3,0,2,28,4,1,10,nnid
㑨娫䑫䈰〳呃䅧十硕䅨,71,73,1,48,4,0,7,10,10,1,2,26,11,1,5,119,2,0,2,1,10,18,3,1,10,nnid
䩣㈲稵乭䡦留䅷䥁䉫䅡,69,56,1,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,26,27,2,1,11,nnid
䑡瑋噩呵卋㡄䅷䅁硇䅷,71,85,1,1,5,0,5,10,2,1,2,6,10,1,5,65,1,0,2,1,18,16,2,1,12,nnid
乤䠶礳椷䉧佨䅷䉁䙫䅺,72,65,1,53,5,0,7,10,17,1,2,9,11,7,1,119,2,0,2,0,2,14,4,1,11,nnid
坚䡫楢扵㥲攷䅑祁䙆䅕,71,103,1,44,5,0,8,10,4,1,2,21,9,1,5,81,2,0,2,1,2,14,1,1,11,nnid
㉮瑕䄫晍ㄱ㕧䅷噁摬䅪,71,69,1,44,5,0,8,10,21,1,2,1,10,1,5,119,2,0,2,1,26,25,1,1,10,nnid
䡅捤啹硍く㍒䅑䅁祗䄯,77,83,1,10,5,7,19,1,11,19,2,5,11,34,1,87,1,2,3,0,3,14,7,1,12,nnid
⬸啫䑊異䱴偃䅁摁噬䵢,73,69,1,14,5,6,12,10,6,23,3,24,10,5,1,106,4,11,3,1,10,21,2,1,12,nnid
䵥乎䅵晍䜳呓䅧剁㘱䵺,76,77,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,16,0,1,10,nnid
楆塧⭰⽖㉅ㅩ䅷䅁剆䅫,71,69,1,1,5,0,5,10,2,1,2,6,10,1,5,65,1,0,2,1,18,16,2,1,12,nnid
㕥䕍奺橥爷戵䅑⭁㥕䅂,72,73,1,44,5,0,7,2,26,1,2,16,11,7,1,119,2,0,2,0,18,21,3,1,12,nnid
楆㝪楌扵啯ㅗ䅧䅁䅅䤵,68,77,1,51,5,0,7,2,28,1,2,16,9,7,5,65,2,0,2,1,18,16,2,5,11,nnid
晢畬牤偬浃䙴䅑噁ㅇ䅄,71,119,1,42,5,0,7,10,25,1,2,22,11,8,5,119,2,0,2,0,2,14,4,1,12,nnid
㠴䙕楢扵摪兒䅧剁乫䅍,72,107,0,40,5,0,7,2,26,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
䉆䥙穰乭䉥⭗䅷橁㥇䅚,72,85,0,48,5,0,1,10,0,1,2,19,11,1,5,119,2,0,2,0,2,14,3,1,11,nnid
㔵䵥升砱橭橇䅷䅁䉅䅌,71,107,1,46,5,0,3,10,0,1,2,21,9,1,5,103,2,0,2,0,10,14,4,1,11,nnid
灢搫穰乭㝦䡑䅷硁婆䵇,69,48,1,7,5,6,1,10,0,1,2,1,10,1,5,122,2,11,3,1,26,28,1,1,11,nnid
䅲㉲協䱶塅杤䅧牁䉆䴯,73,81,1,1,5,0,1,10,0,1,2,1,10,1,5,122,1,11,3,1,26,24,2,1,10,nnid
㥬婥祘椷佩刵䅁橁䨲䅌,71,103,1,40,5,0,7,2,24,1,2,1,10,1,5,119,2,0,2,0,2,13,2,1,11,nnid
㥈敧穙㙎畐瀳䅧十㈱䵃,69,103,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,10,22,3,1,11,nnid
ㅚ䅳稸娷㡔杌䅑䍁䙗䅊,72,77,0,41,5,0,7,10,10,1,2,1,10,1,5,81,2,0,2,1,10,20,3,1,11,nnid
改㙙楌扵䅱祪䅧婁婆䅬,72,81,1,40,5,0,7,2,26,1,2,1,10,1,5,65,2,0,2,1,26,27,2,1,10,nnid
䩈畭砹㙯欯䥚䅁䥁䈲䅯,71,69,0,51,5,0,7,10,10,1,2,1,10,1,5,81,2,0,2,1,2,14,1,1,11,nnid
䨷呶䅵晍稱穐䅁捁㥗䅵,71,107,0,40,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,10,nnid
扭猰祈椷湬摵䅧慁栲䅩,71,119,1,53,5,0,7,10,8,1,2,1,10,1,5,119,2,0,2,1,10,19,2,1,11,nnid
䩏䱦い䵅㥗乂䅷䅁硇䅴,71,111,1,48,5,0,8,10,21,1,2,11,11,8,5,103,2,0,2,0,10,14,4,15,12,nnid
佦愫楲扵東䝇䅷䅁䑅䵶,77,77,1,56,4,6,1,10,0,1,2,1,10,1,5,84,4,11,3,1,18,16,2,1,11,nnid
睔䑒畺敔坎橍䅑剁剬䅱,71,56,1,44,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,1,18,16,2,1,12,nnid
偷氶夫䕔䤳㡤䅷䭁㡇䅹,71,65,1,2,5,6,6,2,28,23,3,21,10,16,5,68,3,11,3,1,10,21,3,1,12,nnid
㍅乩穚乭㙑牵䅷䅁䉗䅬,71,119,0,53,5,0,7,10,21,1,2,8,11,1,5,81,2,0,2,1,26,29,2,1,11,nnid
㍒剂祍䅥䅐䉫䅷䅁框䅋,71,56,1,49,4,0,7,10,10,1,2,11,11,7,1,119,2,0,2,1,18,16,2,1,11,nnid
杹敮杒敱昲渹䅁潁ㅭ䅍,71,107,1,1,5,0,1,10,0,1,2,1,10,1,5,103,1,0,2,0,2,29,3,1,10,nnid
牒圯䑫䈰䨫戶䅧橁ㅅ䅋,71,85,1,44,5,0,7,2,24,1,2,12,11,1,5,103,2,0,2,1,26,24,3,15,11,nnid
攳㍕具ㅄ⭭畷䅁ㅁ搱䅱,71,69,0,54,4,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,18,20,2,1,11,nnid
ぶ〯卪䱶坈䡗䅷潁乭䅂,71,52,1,47,5,0,7,2,28,1,2,21,9,1,5,65,2,0,2,1,18,16,2,1,12,nnid
偮䕎祮椷啭湳䅷允䉭䅕,71,103,1,39,5,0,5,10,8,1,2,11,11,7,5,81,1,0,2,0,2,14,4,1,11,nnid
捩潩元㍈呡呫䅑䅁䉅䄰,71,69,1,48,5,0,8,10,23,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
䘸材穚乭䑦㑃䅧歁摆䅎,72,73,0,57,5,0,7,2,28,1,2,19,11,4,5,65,2,0,2,1,10,16,0,1,10,nnid
㥩圸睩睑㙥煷䅧十䭆䵉,71,77,0,56,4,6,1,10,0,1,2,1,10,1,5,122,4,11,3,1,10,13,3,1,10,nnid
十噱楌扵浯橲䅧䭁晬䵓,79,48,1,1,5,0,1,10,0,1,2,1,10,1,5,102,0,11,3,0,10,14,4,1,11,nnid
䩶楡楒畴䍐䉦䅧䅁剃䅑,71,69,1,57,5,0,7,10,21,1,2,18,11,1,5,65,2,0,2,1,18,16,2,1,12,nnid
〳瀳穚乭牤噸䅁歁㔱䅴,72,111,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,10,19,1,1,10,nnid
瑴堰穉㙎敐⼲䅁硁ㄲ䄶,71,107,0,51,5,0,7,10,2,1,2,1,10,1,5,65,2,0,2,0,18,22,3,1,10,nnid
楘側椷扵楶䍷䅁摁久䅅,71,69,0,38,5,0,7,10,25,1,2,16,11,7,1,103,2,0,2,0,2,29,3,1,11,nnid
䴹䡱呱㑁瑚䭪䅷䅁杇䅺,68,89,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,18,16,2,1,10,nnid
䱵扰䑅䈰丶䱐䅑䕁摂䅵,71,69,1,47,5,0,7,10,2,1,2,1,10,1,5,65,2,0,2,0,2,26,3,1,12,nnid
䡁慊䵦坤硹呈䅷䅁䉁䅫,71,69,1,48,5,0,7,10,8,1,2,6,10,1,5,103,2,0,2,0,2,14,4,1,12,nnid
ㅨ䠫湫潖㘸娰䅑祁㕭䴫,70,85,1,1,5,0,5,10,2,1,2,6,10,1,5,84,1,11,3,1,18,16,2,1,12,nnid
楙㑮穣娷䭒㉇䅑䵁乕䅫,71,85,0,44,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,1,18,16,2,1,11,nnid
剎晨吶㑁䍥⽦䅁㥁噆䅫,71,69,1,1,5,0,1,10,0,1,2,1,10,1,5,103,1,0,2,1,2,27,3,1,11,nnid
摚硑䑕楓䍲㥓䅑摁䍕䵃,73,73,0,4,5,6,10,10,6,23,3,1,10,1,5,84,3,11,3,0,2,14,3,1,11,nnid
䝨洹吶㑁佘扥䅑硁噬䅂,71,107,1,44,5,0,7,2,26,1,2,1,10,1,5,65,2,0,2,0,2,14,4,1,10,nnid
党坕啪瑈獍坃䅁䅁䉅䅱,71,103,1,57,5,0,7,2,24,1,2,26,11,7,5,81,2,0,2,1,18,16,2,3,12,nnid
䐴摍祘椷卯奸䅁杁ㄱ䅺,72,81,1,57,5,0,4,10,2,1,2,1,10,1,5,81,2,0,2,1,2,25,2,1,11,nnid
婇㘱䅵晍唰㔯䅧䅁䉅䅴,71,56,1,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,0,10,17,3,1,11,nnid
买摥睹睑䅙ぺ䅷䉁㥭䅘,71,107,1,51,5,0,7,10,21,1,2,1,10,1,5,65,2,0,2,0,2,14,4,1,10,nnid
卺癆䵷汒啁灏䅧呁剖䅱,71,85,1,40,5,0,7,10,4,1,2,19,11,7,5,103,2,0,2,1,2,12,2,1,12,nnid
㑷䩲䵋䝭呋全䅁硁汅䅺,71,69,1,45,5,0,8,10,19,1,2,25,11,4,5,81,2,0,2,0,18,18,3,1,12,nnid
㡑祺穥䑅ご㥑䅁⭁摆䅋,72,85,1,48,5,0,7,10,2,1,2,1,10,1,5,65,2,0,2,0,10,19,3,1,11,nnid
䝕杉呱㑁䅑䅴䅁呁丰䅏,71,69,1,53,5,0,7,10,2,1,2,26,11,1,5,103,2,0,2,0,2,13,2,1,10,nnid
洫奮椷扵卯坫䅷坁䙆䅫,71,69,0,44,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,1,18,19,2,1,10,nnid
奚焵䑅楓穭琯䅧煁硇䅅,71,69,0,53,5,0,8,10,21,1,2,1,10,1,5,103,2,0,2,0,2,14,3,1,11,nnid
㥘匫穰乭换癒䅑䅁䉕䅨,71,119,0,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,18,16,2,1,11,nnid
剥嘸⭡煸稵䭨䅷䅁剁䅅,71,107,1,53,5,0,7,10,10,1,2,1,10,1,5,119,2,0,2,0,2,28,3,1,12,nnid
⽒硔煭䥮捗呡䅁摁䙆䅇,71,56,1,43,5,0,7,10,23,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,12,nnid
㑇㡋積娷䡑䩆䅁䱁㥖䅳,71,107,1,39,5,0,7,2,24,1,2,20,11,7,1,65,1,0,2,1,18,16,2,1,11,nnid
䐰卵䅵晍䜫䡗䅑ㅁ䉫䅂,71,52,0,57,5,0,7,10,10,1,2,26,11,1,5,65,2,0,2,0,10,14,4,1,10,nnid
灂汫睹睑䥑摧䅑噁噅䅅,72,85,0,50,5,0,7,10,10,1,2,1,10,1,5,103,2,0,2,1,2,29,3,1,11,nnid
䉎敗稸娷䥥娰䅧䙁乕䅍,71,85,0,53,5,0,8,10,21,1,2,1,10,1,5,81,2,0,2,1,10,16,0,1,11,nnid
払橌坧爲汈坪䅑瑁氰䅴,71,69,1,1,5,0,5,10,2,1,2,6,10,1,5,81,1,0,2,0,26,28,3,1,12,nnid
穯㉄䅓瑌坎㉆䅑捁乇䅋,71,56,1,54,5,0,1,10,0,1,2,6,10,1,5,103,2,0,2,1,18,16,3,1,12,nnid
㡳䑇穯㙎䍂慶䅧楁久䅉,71,85,1,51,5,0,6,10,4,1,2,16,11,8,5,65,2,0,2,1,18,16,2,9,12,nnid
敥框睹睑⽘硯䅁杁灭䅎,72,73,0,21,5,0,5,2,28,1,2,15,10,15,5,103,2,0,2,0,18,18,2,6,10,nnid
塈佃共稴䕇奨䅧䥁㕭䅨,71,119,0,40,5,0,7,10,10,1,2,23,11,7,5,81,2,0,2,0,2,14,4,8,11,nnid
㐫啤升砱湧娵䅷牁則䅕,71,69,1,44,5,0,8,10,4,1,2,22,11,7,5,103,2,0,2,0,10,14,4,1,11,nnid
䅕獺智㕐祄祚䅑㝁䙭䵌,72,52,1,20,5,6,1,10,0,1,2,6,10,1,5,68,2,11,3,1,2,26,2,1,12,nnid
ㅳ破睓睑此佄䅷敁䉆䅩,71,85,1,1,5,0,8,10,21,1,2,1,10,1,5,103,1,0,2,0,2,14,4,1,10,nnid
是兓䅵晍呺䤵䅑牁桬䅳,72,85,1,40,5,0,7,2,26,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,11,nnid
䍮䕏䑫楓⭪硙䅁㑁乫䅎,71,69,0,48,4,0,7,10,19,1,2,19,9,1,5,65,2,0,2,1,26,29,2,1,11,nnid
び剤杨敱噸䩈䅑桁㉭䵩,80,119,1,53,4,6,1,10,0,1,2,6,10,1,5,122,3,11,3,1,2,28,3,1,12,nnid
牎婮穣娷楖䝩䅷祁䩫䅭,71,85,0,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,18,16,2,1,11,nnid
兴愱楊㘲兕䱄䅑䅁䉅䅂,69,52,0,19,5,0,6,10,21,1,2,16,11,7,5,119,2,0,2,1,10,21,2,1,11,nnid
㥎瘸㕒琴䰶猲䅑䕁䩫䅌,71,85,1,48,5,0,7,2,26,1,2,6,10,1,5,103,2,0,2,0,2,25,3,1,12,nnid
佯煸祈椷㍫乗䅧䅁䉇䵋,73,81,0,20,5,6,1,10,0,1,2,1,10,1,5,122,3,11,3,1,18,16,2,1,11,nnid
祳⽆卺䱶奅琹䅷硁匰䵉,70,99,1,20,5,6,1,10,0,1,2,1,10,1,5,68,3,11,3,0,2,29,3,1,10,nnid
䘶噊汘嘱歸其䅷歁ㅇ䅘,71,56,1,45,5,0,8,10,6,1,2,8,11,7,5,65,2,0,2,0,2,14,4,3,12,nnid
穤楔䅥晍〹㕫䅷煁䩬䅱,71,56,0,51,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,26,29,2,1,10,nnid
楈噍な㡆䥡啣䅁乁砱䵨,69,115,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,10,16,3,1,9,nnid
䑴発卪䱶癊止䅁㙁䩬䅫,72,65,1,57,5,0,7,10,27,1,2,1,10,1,5,81,2,0,2,0,2,14,4,1,12,nnid
㡹㉮穯㙎材浵䅁ㅁ䡫䵉,78,56,0,44,5,6,11,10,12,23,3,1,10,1,5,106,4,11,3,0,2,14,4,1,11,nnid
眷䠫圯䠲㝤潂䅑畁䩂䅋,71,69,1,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,0,10,14,4,1,12,nnid
䵴奔穙㙎捈ぱ䅑橁桖䵖,69,56,0,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,1,18,16,2,1,10,nnid
㍌硧昷㉱捣癩䅷䉁瑖䅂,72,77,1,51,5,0,7,10,10,1,2,1,10,1,5,65,2,0,2,0,26,27,2,1,12,nnid
⽄䥣卺䱶㙐佳䅁呁氰䅎,71,69,0,58,5,0,3,10,0,1,2,19,11,7,5,81,2,0,2,0,10,17,3,11,11,nnid
獆牳ㄫ瑈圴猯䅧䅁桇䅌,71,85,1,45,5,0,1,10,0,1,2,6,10,1,5,81,2,0,2,1,18,16,0,1,12,nnid
䴹畺穊乭坦杮䅁楁䉕䅳,71,56,1,51,5,0,7,2,28,1,2,16,9,7,5,81,2,0,2,0,2,14,4,4,10,nnid
㍃㕌楲扵佨剴䅑䝁塆䵗,79,115,0,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,0,10,21,1,1,11,nnid
睍晰乕塭湡呫䅷噁摆䅭,71,119,1,51,5,0,7,10,10,1,2,16,9,4,5,103,2,0,2,1,18,18,2,1,12,nnid
坫ㅩ祮椷扫扭䅷流㥇䅩,71,56,0,54,5,0,8,10,23,1,2,18,11,8,5,119,2,0,2,1,26,27,2,1,11,nnid
㥺牚楲扵汯瑷䅁䉁乇䅌,71,85,1,40,5,0,7,2,26,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,11,nnid
祚㍱楰㘲㍘橭䅧硁䩫䄶,71,85,1,54,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,10,14,4,1,11,nnid
㉕焯汹䑏全㑡䅑潁婬䄰,71,77,1,49,4,0,8,10,6,1,2,12,11,7,5,103,2,0,2,0,2,14,4,1,12,nnid
塸べ卪䱶捅㡗䅁ぁ汭䅋,71,103,0,53,5,0,7,10,2,1,2,8,11,7,1,119,2,0,2,0,18,22,3,1,11,nnid
䩪楥倹兂湷猱䅧䅁䉅䅋,71,69,1,44,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,0,2,27,4,1,12,nnid
塋乆㝚啒乕穣䅧畁剆䅺,71,103,1,53,5,0,7,10,6,1,2,8,11,7,1,81,2,0,2,1,10,16,0,1,12,nnid
䭗摹䥩㙕全瀸䅁䅁䉅䵰,73,107,1,20,5,6,1,10,0,1,2,6,10,1,5,106,3,11,3,1,18,16,2,1,12,nnid
慅坢歖䭩灁扬䅑剁乫䅮,72,73,1,54,4,0,8,10,23,1,2,22,11,8,5,81,2,0,2,1,18,16,2,1,12,nnid
奍䩍穳娷晘杲䅑杁㌰䵁,75,81,1,6,5,6,10,10,6,23,3,1,10,1,5,84,3,11,3,1,18,16,0,1,11,nnid
噋癗啶噈浇杓䅑䭁汬䅱,71,69,1,55,5,0,7,10,10,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,12,nnid
㠷瑡稵乭ㅦ捺䅑呁摬䅴,71,85,0,40,5,0,8,10,0,1,2,22,11,7,1,119,2,0,2,0,18,19,4,11,10,nnid
眹坬吶㑁䵑剢䅷奁噬䅋,70,65,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,10,14,2,1,10,nnid
睚䵒佁㔵摨空䅑䩁剂䅅,71,69,1,43,5,0,8,10,21,1,2,6,10,1,5,65,2,0,2,0,10,14,4,1,12,nnid
印娯歲伸䝋剭䅁䅁䉅䴴,72,103,1,52,4,6,1,10,0,1,2,6,10,1,5,68,2,11,3,1,18,16,2,1,12,nnid
确千䑕楓剰条䅁䅁䉅䅎,69,111,1,2,5,0,7,10,27,1,2,8,11,7,5,81,2,0,2,1,18,16,2,9,11,nnid
晐敒䉃婴穲䝧䅷橁䘰䅌,71,107,1,41,5,0,7,10,10,1,2,19,11,8,5,81,2,0,2,0,2,14,4,1,12,nnid
⭕䉱猸捷䵶㕈䅑䅁框䅔,72,81,1,50,4,0,7,10,10,1,2,1,10,1,5,81,2,0,2,1,2,27,2,1,12,nnid
ㅏ睌ㅋ䱷晦䴵䅷捁䉖䅍,70,85,1,10,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
則䠵卄儷䡬䍎䅷畁剅䅄,71,69,1,51,5,0,7,2,28,1,2,8,11,1,5,103,2,0,2,0,26,29,3,1,12,nnid
